cliente_unico,num_periodo,vinculado,ant_cap,ant_dig,antg_capta_12m,antg_capta_3m,avg_mto_conveniencia,avg_mto_internet,avg_num_canal_cajero_6,avg_num_guardadito_6,avg_num_semanas_act,avg_sld_guardadito_6,cod_antiguedad,cod_nivel_cuenta,dias_ult_disp,disp_mensual,flg_compra_ta_12m,flg_dep_interes_12m,flg_dep_interes_3m,huella_digital,ind_cuenta_capta,ind_sin_cuenta,min_sld_tot_prod_cap_6m,monto_compra_dolares,monto_eeuu_u12meses,monto_pago,monto_u12meses,monto_venta_pesos,mto_dep_interes_12m,mto_dep_nomina_n3,mto_dep_nomina_n6,nom_giro_empresa,nu_fam2,num_conveniencia,num_dep_nomina_n3,num_no_monetarias,num_prom_dif_ses,num_tienda_desc,prom_txn_capta12m,prom_txn_capta3m,prom_txn_dep_interes_12m,prom_txn_dep_spei_3m,sld_fin_mes_n3,sld_fin_mes_n6,sld_prom_mensual,sld_prom_mensual_n3,sld_prom_mensual_n6,sld_prom_mes,sld_tot_prod_cap_3,sld_vista,std_num_ret_cliente_6m,txn_compra,txn_dispo_atm_12m,txn_dispo_atm_3m,txn_dispo_atm_6m,n_txn_mpg_6m,monto_u6meses,flg_ret_spei_12m,prom_txn_dispo_atm_12m,cod_tipo_cliente_geo,prom_txn_dep_spei_12m,mto_dispo_atm_3m,cod_etapa_comercial,prom_txn_compra_12m,cod_periodicidad,avg_num_canal_sucursal_6,ind_dig_mad_uu3,mto_ret_spei_3m,cod_tipo_dispersion_detalle,num_atm2,meses_sintxn_pago,sum_num_dep_interes_6,huella_captacion,segmento_mn,saldo_max_3,txn_total_capta_12m,mto_dep_spei_3m,cod_cat_cliente,flg_dispo_atm_12m,flg_ret_iva_12m,flg_dep_efectivo_12m,prom_txn_dispo_atm_6m,sld_tot_prod_cap_3m,monto_promedio,fcusuariocreacion,fdfechacreacion,num_periodo_mes
1-1-1795-2218,202510,2,8194,2573,129,129,,,0.0,1.0,6.0,66.23671667,,,,,0,0,0,1,,,0.5977,,,,,,0.0,0.0,0.0,,2.0,,0.0,,10496.339,,168.191053,200.0,0.0,200.0,400.06,406.09,,38.81596667,33.669,,46.935,129.052,0.816496580927726,,0,0,0,0,,1,0.0,NULL,1500.0,0.0,3,0.0,,0.0,0,200.0,,,,,1,6,2.0,19,200.0,Leal,0,1,0,0.0,51.62850000000001,23.4675,ubdf_app_baz,1764082518,202510
1-1-7728-9064,202511,2,1786,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,101.97,,,,,,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,0.0,0.0,0.0,305.91,611.82,,101.97,101.97,,,,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-9-3275-8483,202510,2,2498,2331,0,0,,,0.0,1.0,0.0,1.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,6.0,,1.0,1.0,,1.0,1.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,1.1,0.5,ubdf_app_baz,1764082518,202510
1-1-3450-40168,202510,2,2088,1984,68,0,,,0.0,0.0,0.0,0.0,,,,,0,1,0,0,,,,,96437.0,10140.0,96437.0,,0.01,0.0,0.0,,1.0,,0.0,1.0,0.0,,3370.61125,0.0,0.01,0.0,27.84,55.68,,4.64,4.64,4.64,127.377,0.0,,,0,0,0,0,46368.0,0,0.0,NULL,53929.77,0.0,2,0.0,,0.0,0,0.0,,0.0,0.0,,0,6,0.0,16,0.0,Churn,0,0,0,0.0,140.1147,63.6885,ubdf_app_baz,1764082518,202510
1-1-3968-90076,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-9661-24852,202510,2,3951,2525,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,10.26,20.52,,1.71,1.71,,3.42,2.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,3.762,1.71,ubdf_app_baz,1764082518,202510
1-1-7169-25078,202510,6,3604,0,0,0,,,,,,,,,,,0,0,0,0,,,,,263372.0,18270.0,263372.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,93644.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-4132-90612,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-2435-25591,202511,2,6203,1830,130,130,45.111111,194.204444,0.0,1.0,12.0,836.91926667,,,,,0,1,1,1,,,2122.5594,,,,,,139.12,20029.44,33382.4,,3.0,3.0,3.0,11.0,3235.662,0.0,3161.77177,1222.921875,139.12,20129.44,336.14,3531.63,,1232.00896667,1481.06274615,,6561.741,7.344,4.049691346263318,,0,0,0,9,,1,0.0,NULL,89808.25,0.0,3,464.3711111,02 MENSUAL,0.0,0,13678.0,05 INDIRECTA CUENTA NOMINA,0.0,,6.0,1,6,6729.68,113,20129.44,Leal,0,1,1,0.0,7217.9151,3280.8705,ubdf_app_baz,1767398792,202511
1-1-5827-81692,202511,2,4553,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,302.05,,,,,,0.0,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,906.15,1812.3,,302.05,302.05,,,,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-9786-3076,202510,2,2069,1057,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1764082518,202510
1-27-925-338,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,1956.0,0.0,1956.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,1956.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,5.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-2-8173-14232,202511,6,7178,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,9816.0,,0.0,,,,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,9816.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,2.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-6166-11884,202510,2,1228,1228,40,40,45.074571,299.290286,0.0,0.0,,0.0,,,,,1,1,1,1,,,0.01,,34587.87,0.0,34587.87,,0.2,0.0,0.0,,3.0,13.0,0.0,,3262.946,0.0,810.758478,707.989167,0.2,0.0,110.02,5253.5,,405.23593333,263.47408333,0.01,,,5.988878581726855,,4,0,0,16,0.0,1,900.0,NULL,1322.0,0.0,,380.4883495,,0.0,0,4166.0,,,7.0,,1,9,12100.01,46,0.0,Leal,1,0,1,0.0,,,ubdf_app_baz,1764082518,202510
1-1-120-50401,202510,6,1314,1076,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,,,2022.0,0.0,2022.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,8.0,,0,9,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-3269-111450,202511,7,0,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-2875-181326,202510,2,2211,2211,0,0,,,0.0,1.0,1.0,1.0,,,,,0,0,0,1,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,53.95,,0.0,0.0,0.0,0.0,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,3,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Esporadico,0,0,0,0.0,1.1,0.5,ubdf_app_baz,1764082518,202510
1-9-4593-10303,202510,2,2389,1078,78,78,,,0.0,1.0,,3946.39336667,,,,,0,1,1,1,,,1212.2055,,46640.29,0.0,46640.29,,0.31,0.0,0.0,,2.0,,0.0,,13487.924,,300.031,2500.0175,0.31,0.0,15118.2,39959.66,,1907.39901667,1977.19668333,1212.2055,,,1.834847859269718,,0,0,0,0,17428.4,0,0.0,NULL,3000.0,0.0,,0.0,,0.0,0,0.0,,,1.0,,1,9,9782.28,10,0.0,Esporadico,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-299343,202511,7,1997,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-1753-54610,202510,2,0,173,0,0,,,,,4.0,,,,,,0,0,0,1,,,,,181386.0,17178.0,210518.5,,0.0,,,,1.0,,,,2012.462,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0,0,0,0,118926.9,0,0.0,NULL,0.0,0.0,1,0.0,,0.0,0,0.0,,,0.0,,0,6,0.0,0,0.0,Nuevo,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1764082518,202510
1-1-8757-1902972,202510,7,1940,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-11-630-1230,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-39-5919-242,202511,7,7261,2029,0,0,,,,,,,,N4,,,0,0,0,0,0.0,1.0,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-9-4602-47490,202510,2,1401,1170,46,46,272.727273,0.0,1.3333333333333333,1.0,7.0,1703.66241667,,,,,0,1,1,1,,,498.49,,14251.25,0.0,14251.25,,0.14,0.0,0.0,,2.0,1.0,0.0,13.0,7077.844,0.0,1387.50875,1957.144286,0.14,4700.0,7095.44,16640.76,,1069.66386667,1051.83120833,917.8448,1748.957,517.845,1.8618986725025255,,18,4,8,10,0.0,1,2618.6,NULL,4700.0,11400.0,3,689.6428571,,0.0,0,0.0,,9.0,6.0,3.0,1,6,5698.46,16,4700.0,Leal,1,0,1,2687.5,1923.8527000000004,874.4785,ubdf_app_baz,1764082518,202510
1-1-8757-1208105,202510,7,1946,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-2671-40053,202511,6,4952,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-6135-16563,202510,2,2796,0,0,0,,,0.0,1.0,,103.2,,,,,0,0,0,0,,,103.2,,,,,,0.0,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,309.6,619.2,,103.2,103.2,,,,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-720887,202511,7,1980,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-6023-55821,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-9881-15454,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,20110.0,0.0,20110.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,8.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-46-6457-1790,202510,6,4487,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-33-9546-1544728,202511,2,886,886,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-39-4726-3369,202510,3,4555,0,0,0,,,,,,,2. 6 a 12 meses,,,,0,0,0,0,,,,0.0,,,,1734.0,0.0,,,,2.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-9-8999-31982,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,247191.0,25508.0,247191.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,153907.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8316-118666,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-9-2129-520,202510,2,2372,2372,128,128,,,0.0,1.0,,48.85505,7. 5 o mas anios,,,,0,0,0,1,,,15.9948,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,0.0,,1950.286,,2570.882353,1795.9,0.0,17959.0,431.54,454.82,,14.69418333,20.97216429,30.2416,,,1.0327955589886446,1.0,0,0,0,0,0.0,1,0.0,NULL,80124.0,0.0,,0.0,,0.0,0,0.0,,,,,1,9,15111.41,34,17959.0,Leal,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-5885-68853,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-9-6812-28298,202510,2,2242,1944,73,73,,,0.0,1.0,0.0,156.88148333,,N4,,,0,1,0,0,1.0,0.0,0.21,,,,,,0.09,0.0,0.0,,0.0,,0.0,,0.0,,14372.227222,400.0,0.09,400.0,400.66,401.29,1213.71918,4.6641,134.46984286,,1876.358,0.22,0.8366600265340756,,0,0,0,0,,0,0.0,NULL,258700.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.22,18,400.0,Churn,0,0,0,0.0,2063.9938,938.179,ubdf_app_baz,1764082518,202510
1-1-5267-105540,202511,2,2465,2465,80,0,,,0.0,2.0,0.0,10.85893333,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.48,0.0,0.0,0.0,0.06,113.58,,0.2015,5.42946667,0.01,30.222,0.01,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,1,6,7.32,5,0.0,Churn,0,1,0,0.0,33.244200000000006,15.111,ubdf_app_baz,1767398792,202511
1-1-7604-2102761,202510,7,1823,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-2834561,202511,7,1934,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-9-8836-25552,202511,2,2410,2207,128,128,0.0,0.0,0.16666666666666666,0.0,,0.0,,,,,1,0,0,1,,,1.032,,12291.0,0.0,12291.0,,0.0,0.0,0.0,,2.0,0.0,0.0,,1424.021,0.0,482.759655,368.75,0.0,1730.0,10.3,16.56,,4.12571667,2.32219167,21.7167,,,1.505545305418162,,0,0,0,2,0.0,1,0.0,NULL,4344.03,0.0,,159.0,,0.0,0,1120.0,,,6.0,,1,9,1000.05,29,1730.0,Leal,0,0,1,0.0,,,ubdf_app_baz,1767398792,202511
1-10-9206-9013,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,35020.32,0.0,35020.32,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,35020.32,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,1.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-2451-99955,202510,6,4045,454,0,0,,,0.0,1.0,,0.2358,,,,,0,0,0,0,,,,,36368.4,0.0,36368.4,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.09,3.96,,0.0416,0.17685,0.01,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,9.0,,0,9,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-148-83975,202511,7,3846,1963,0,0,,,,,,,,N4,,,0,0,0,0,0.0,1.0,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-9-9842-7333,202511,2,1025,1025,33,33,,,0.6666666666666666,1.0,0.0,1570.9907,,,,,1,1,1,0,,,1568.6403,,,,,,0.11,0.0,0.0,,1.0,,0.0,1.0,0.0,,51.248158,40.006,0.11,200.0,4726.15,9427.21,,788.55728333,788.36005,,1573.478,1579.568,2.280350850198276,,0,0,0,0,,0,0.0,NULL,1897.32,0.0,2,0.0,,0.0,0,0.0,,0.0,,5.0,1,6,1579.55,38,200.0,Churn,0,0,0,0.0,1730.8258000000003,786.739,ubdf_app_baz,1767398792,202511
1-39-2740-3957,202510,2,716,716,23,23,,,0.3333333333333333,1.0,4.0,2716.83846667,,,,,0,1,1,1,,,21.09,,36867.6,0.0,36867.6,,0.14,0.0,0.0,,2.0,,0.0,2.0,21640.707,,5411.301481,7772.276,0.14,2941.0,45528.01,45591.28,,5412.58693333,2716.83846667,75.4816,1394.962,75.482,1.834847859269718,,0,0,0,0,36867.6,1,0.0,NULL,9356.0,0.0,3,0.0,,0.0,0,47854.0,,2.0,2.0,1.0,1,6,55331.09,27,2941.0,Leal,0,0,1,0.0,1534.4582,697.481,ubdf_app_baz,1764082518,202510
1-1-7604-46528607,202510,2,1446,307,47,47,,,0.6666666666666666,1.0,12.0,218.31818333,1. 0 a 6 meses,,,,0,1,0,1,,,6.01,20.0,10526.79,0.0,10526.79,0.0,0.19,0.0,0.0,,2.0,,0.0,8.0,956.171,,408.576623,559.428571,0.19,2915.0,36.06,1491.8,,3.16091667,112.16409167,51.4939,1907.051,45.484,12.703018014104627,1.0,0,0,0,2,0.0,1,0.0,NULL,28796.6,0.0,3,20.0,,0.0,0,1001.0,,3.0,6.0,,1,6,151.0,151,2915.0,Leal,0,1,1,0.0,2097.7561,953.5255,ubdf_app_baz,1764082518,202510
1-1-8757-583689,202510,2,1952,1432,64,64,,,0.0,0.0,6.0,0.0,,N2,,,0,0,0,1,1.0,0.0,0.01,,,,,,0.0,0.0,0.0,,2.0,,0.0,,9267.713,,1390.917647,1479.405405,0.0,26369.0,0.03,0.06,4.59643077,11.1211,5.56555,,2.788,0.01,1.1690451944500122,,0,0,0,0,,1,0.0,NULL,59064.0,0.0,3,0.0,,0.0,0,28369.0,,,,,1,6,2800.01,85,26369.0,Leal,0,0,0,0.0,3.0668,1.394,ubdf_app_baz,1764082518,202510
1-11-2666-2216,202510,6,4834,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,2.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-2913999,202510,2,1895,1801,62,62,,,0.0,0.0,0.0,0.0,,N2,,,0,0,0,0,0.0,0.0,937.6,,,,,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,6.56,34.8,0.0,0.0,3230.4,7017.6,787.56190476,1076.8,877.2,,1251.767,0.0,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,1,6,1146.4,10,0.0,Churn,0,1,0,0.0,1376.9437000000003,625.8835,ubdf_app_baz,1764082518,202510
1-1-9305-1951049,202510,2,652,652,16,16,42.862603,31.823288,3.0,0.0,,0.0,,,,,1,1,0,1,,,3.6197,,0.0,0.0,0.0,,0.05,0.0,0.0,,4.0,16.0,0.0,,928.534,15.0,551.905611,297.951558,0.05,12172.0,1.32,9.99,,265.8422,288.42416667,3.6197,,,13.706446172026748,,30,4,10,42,0.0,1,1570.0,NULL,123773.08,4300.0,,142.9102479,,0.0,0,1845.27,,,,,1,9,3320.02,303,12172.0,Leal,1,1,0,2150.0,,,ubdf_app_baz,1764082518,202510
1-1-6237-77512,202511,1,2280,2280,74,74,6.540909,25.399909,5.833333333333333,2.0,12.0,0.55555,,,30.0,8457.68,1,1,1,1,,,118.1103,,,,,,0.1,25373.04,56690.9,SERVICIOS,4.0,7.0,6.0,35.0,1397.779,0.0,1444.42131,1132.403953,0.1,43134.36,607.06,6275.88,,130.1332,228.47797368,,1112.658,0.0,6.15358973824764,,72,18,35,99,,1,950.9744444,NULL,190256.33,16216.12,3,213.0953801,03 QUINCENAL,0.0,0,2026.0,08 PORTABILIDAD CUENTA NOMINA,37.0,,3.0,1,6,5822.15,145,43134.36,Leal,1,0,1,929.6977143,1223.9238,556.329,ubdf_app_baz,1767398792,202511
1-9-5684-10009,202510,2,1146,1146,37,37,272.090909,0.0,0.8333333333333334,1.0,9.0,431.45481667,,,,,1,1,0,1,,,11.13,,10845.95,0.0,10845.95,,0.04,0.0,0.0,,2.0,5.0,0.0,5.0,7705.444,0.0,399.931163,189.888889,0.04,1400.0,242.39,3732.75,,574.03163333,323.5911125,11.13,520.808,11.13,5.278888771954441,,8,2,5,9,1838.0,1,1062.5,NULL,15828.0,1400.0,3,585.8647059,,0.0,0,149.0,,5.0,4.0,1.0,1,6,3424.12,43,1400.0,Leal,1,0,1,980.0,572.8888000000001,260.404,ubdf_app_baz,1764082518,202510
1-11-785-2298,202510,6,3488,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
